00 -0.1000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.46 -0.3069 0.1000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.44 0.3069 -0.1000
-52.46 -0.3069 0.1000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.46 0.0000 0.0000
-52.44 0.3069 -0.1000
-52.46 -0.3069 0.1000
-52.44 0.3069 -0.1000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.44 0.0000 0.0000
-52.43 0.3065 -0.1000
-52.43 0.0000 0.0000
-52.41 0.3066 -0.1000
-52.43 -0.3066 0.1000
-52.41 0.3066 -0.1000
-52.41 0.0000 0.0000
-52.40 0.3067 -0.1000
-52.40 0.0000 0.0000
-52.40 0.0000 0.0000
-52.38 0.3067 -0.1000
-52.37 0.3066 -0.1000
-52.35 0.3067 -0.1000
-52.34 0.3067 -0.1000
-52.32 0.3067 -0.1000
-52.31 0.3065 -0.1000
-52.31 0.0000 0.0000
-52.29 0.3066 -0.1000
-52.29 0.0000 0.0000
-52.27 0.3068 -0.1000
-52.27 0.0000 0.0000
-52.26 0.3066 -0.1000
-52.24 0.3065 -0.1000
-52.23 0.3067 -0.1000
-52.20 0.6134 -0.1000
-52.20 0.0000 0.0000
-52.20 0.0000 0.0000
-52.20 0.0000 0.0000
-52.18 0.3066 -0.1000
-52.17 0.3067 -0.1000
-52.14 0.6133 -0.1000
-52.12 0.3067 -0.1000
-52.12 0.0000 0.0000
-52.11 0.3067 -0.1000
-52.11 0.0000 0.0000
-52.09 0.3066 -0.1000
-52.08 0.3066 -0.1000
-52.06 0.3068 -0.1000
-52.06 0.0000 0.0000
-52.04 0.3066 -0.1000
-52.04 0.0000 0.0000
-52.03 0.3067 -0.1000
-52.01 0.3065 -0.1000
-51.98 0.6134 -0.1000
-51.95 0.6133 -0.1000
-51.94 0.3067 -0.1000
-51.92 0.3065 -0.1000
-51.91 0.3066 -0.1000
-51.88 0.6134 -0.1000
-51.86 0.3067 -0.1000
-51.85 0.3066 -0.1000
-51.83 0.3067 -0.1000
-51.80 0.6133 -0.1000
-51.78 0.3067 -0.1000
-51.77 0.3067 -0.1000
-51.74 0.6132 -0.1000
-51.72 0.3069 -0.1000
-51.71 0.3065 -0.1000
-51.68 0.6133 -0.1000
-51.66 0.3067 -0.1000
-51.65 0.3067 -0.1000
-51.63 0.3066 -0.1000
-51.63 0.0000 0.0000
-51.63 0.0000 0.0000
-51.63 0.0000 0.0000
-51.62 0.3067 -0.1000
-51.60 0.3067 -0.1000
-51.58 0.3066 -0.1000
-51.57 0.3067 -0.1000
-51.57 0.0000 0.0000
-51.57 0.0000 0.0000
-51.57 0.0000 0.0000
-51.57 0.0000 0.0000
-51.57 0.0000 0.0000
-51.55 0.3067 -0.1000
-51.55 0.0000 0.0000
-51.54 0.3066 -0.1000
-51.54 0.0000 0.0000
-51.54 0.0000 0.0000
-51.54 0.0000 0.0000
-51.54 0.0000 0.0000
-51.54 0.0000 0.0000
-51.52 0.3067 -0.1000
-51.52 0.0000 0.0000
-51.51 0.3067 -0.1000
-51.52 -0.3067 0.1000
-51.51 0.3067 -0.1000
-51.52 -0.3067 0.1000
-51.51 0.3067 -0.1000
-51.51 0.0000 0.0000
-51.49 0.3065 -0.1000
-51.48 0.3067 -0.1000
-51.48 0.0000 0.0000
-51.48 0.0000 0.0000
-51.48 0.0000 0.0000
-51.48 0.0000 0.0000
-51.46 0.3066 -0.1000
-51.46 0.0000 0.0000
-51.45 0.3067 -0.1000
-51.46 -0.3067 0.1000
-51.45 0.3067 -0.1000
-51.46 -0.3067 0.1000
-51.43 0.6134 -0.1000
-51.43 0.0000 0.0000
-51.42 0.3065 -0.1000
-51.42 0.0000 0.0000
-51.40 0.3067 -0.1000
-51.40 0.0000 0.0000
-51.39 0.3067 -0.1000
-51.40 -0.3067 0.1000
-51.39 0.3067 -0.1000
-51.40 -0.3067 0.1000
-51.37 0.6133 -0.1000
-51.37 0.0000 0.0000
-51.35 0.3067 -0.1000
-51.34 0.3067 -0.1000
-51.34 0.0000 0.0000
-51.34 0.0000 0.0000
-51.34 0.0000 0.0000
-51.34 0.0000 0.0000
-51.32 0.3066 -0.1000
-51.32 0.0000 0.0000
-51.29 0.6133 -0.1000
-51.29 0.0000 0.0000
-51.29 0.0000 0.0000
-51.28 0.3067 -0.1000
-51.26 0.3067 -0.1000
-51.26 0.0000 0.0000
-51.25 0.3066 -0.1000
-51.25 0.0000 0.0000
-51.23 0.3067 -0.1000
-51.23 0.0000 0.0000
-51.22 0.3067 -0.1000
-51.20 0.3065 -0.1000
-51.19 0.3067 -0.1000
-51.17 0.3067 -0.1000
-51.16 0.3067 -0.1000
-51.16 0.0000 0.0000
-51.14 0.3067 -0.1000
-51.14 0.0000 0.0000
-51.12 0.3065 -0.1000
-51.11 0.3067 -0.1000
-51.06 0.9200 -0.1000
-51.03 0.6133 -0.1000
-51.00 0.6134 -0.1000
-50.97 0.6133 -0.1000
-50.94 0.6133 -0.1000
-50.91 0.6133 -0.1000
-50.86 0.9200 -0.1000
-50.83 0.6134 -0.1000
-50.79 0.9200 -0.1000
-50.74 0.9200 -0.1000
-50.70 0.9200 -0.1000
-50.63 1.2268 -0.1000
-50.59 0.9200 -0.1000
-50.53 1.2266 -0.1000
-50.45 1.5334 -0.1000
-50.37 1.5333 -0.1000
-50.30 1.5333 -0.1000
-50.20 1.8401 -0.1000
-50.08 2.4533 -0.1000
-49.96 2.4534 -0.1000
-49.82 2.7599 -0.1000
-49.67 3.0667 -0.1000
-49.50 3.3733 -0.1000
-49.30 3.9866 -0.1000
-49.09 4.2934 -0.1000
-48.82 5.2132 -0.1000
-48.52 6.1333 -0.1000
-48.13 7.6666 -0.1000
-47.64 9.8132 -0.1000
-47.09 11.0400 -0.1000
-46.56 10.7333 -0.1000
-46.00 11.0399 -0.1000
-45.31 13.8000 -0.1000
-44.33 19.6266 -0.1000
-43.52 16.2532 -0.1000
-43.07 8.8933 -0.1000
-42.63 8.8933 -0.1000
-42.12 10.1199 -0.1000
-41.66 9.2000 -0.1000
-41.28 7.6666 -0.1000
-40.97 6.1334 -0.1000
-40.70 5.5199 -0.1000
-40.47 4.6001 -0.1000
-40.27 3.9866 -0.1000
-40.08 3.6800 -0.1000
-39.92 3.3733 -0.1000
-39.76 3.0667 -0.1000
-39.59 3.3733 -0.1000
-39.43 3.3734 -0.1000
-39.27 3.0666 -0.1000
-39.10 3.3733 -0.1000
-38.97 2.7600 -0.1000
-38.83 2.7601 -0.1000
-38.70 2.4532 -0.1000
-38.58 2.4535 -0.1000
-38.46 2.4533 -0.1000
-38.37 1.8399 -0.1000
-38.28 1.8400 -0.1000
-38.17 2.1466 -0.1000
-38.09 1.5334 -0.1000
-38.01 1.5333 -0.1000
-37.94 1.5334 -0.1000
-37.86 1.5334 -0.1000
-37.80 1.2266 -0.1000
-37.72 1.5334 -0.1000
-37.66 1.2267 -0.1000
-37.59 1.5334 -0.1000
-37.52 1.2267 -0.1000
-37.46 1.2266 -0.1000
-37.42 0.9200 -0.1000
-37.37 0.9200 -0.1000
-37.32 0.9200 -0.1000
-37.28 0.9200 -0.1000
-37.23 0.9200 -0.1000
-37.20 0.6133 -0.1000
-37.17 0.6133 -0.1000
-37.16 0.3067 -0.1000
-37.13 0.6134 -0.1000
-37.11 0.3067 -0.1000
-37.09 0.3066 -0.1000
-37.08 0.3066 -0.1000
-37.06 0.3067 -0.1000
-37.05 0.3066 -0.1000
-37.03 0.3066 -0.1000
-37.02 0.3067 -0.1000
-37.00 0.3066 -0.1000
-37.00 0.0000 0.0000
-36.97 0.6134 -0.1000
-36.97 0.0000 0.0000
-36.94 0.6133 -0.1000
-36.91 0.6133 -0.1000
-36.86 0.9200 -0.1000
-36.83 0.6133 -0.1000
-36.80 0.6133 -0.1000
-36.76 0.9200 -0.1000
-36.71 0.9200 -0.1000
-36.68 0.6134 -0.1000
-36.63 0.9200 -0.1000
-36.59 0.9200 -0.1000
-36.54 0.9200 -0.1000
-36.50 0.9199 -0.1000
-36.44 1.2267 -0.1000
-36.39 0.9200 -0.1000
-36.33 1.2266 -0.1000
-36.27 1.2267 -0.1000
-36.21 1.2267 -0.1000
-36.14 1.2268 -0.1000
-36.08 1.2266 -0.1000
-36.02 1.2267 -0.1000
-35.98 0.9200 -0.1000
-35.93 0.9200 -0.1000
-36.16 -4.6000 0.1000
-36.11 0.9200 -0.1000
-36.08 0.6133 -0.1000
-36.04 0.9200 -0.1000
-35.99 0.9200 -0.1000
-35.96 0.6133 -0.1000
-35.91 0.9200 -0.1000
-35.90 0.3067 -0.1000
-35.87 0.6133 -0.1000
-35.85 0.3067 -0.1000
-35.84 0.3066 -0.1000
-35.82 0.3066 -0.1000
-35.82 0.0000 0.0000
-35.81 0.3067 -0.1000
-35.79 0.3067 -0.1000
-35.78 0.3065 -0.1000
-35.75 0.6134 -0.1000
-35.71 0.6134 -0.1000
-35.70 0.3066 -0.1000
-35.65 0.9200 -0.1000
-35.64 0.3067 -0.1000
-35.61 0.6133 -0.1000
-35.58 0.6134 -0.1000
-35.55 0.6133 -0.1000
-35.50 0.9200 -0.1000
-35.47 0.6133 -0.1000
-35.42 0.9200 -0.1000
-35.39 0.6133 -0.1000
-35.35 0.9200 -0.1000
-35.30 0.9200 -0.1000
-35.27 0.6133 -0.1000
-35.22 0.9200 -0.1000
-35.18 0.9201 -0.1000
-35.13 0.9200 -0.1000
-35.10 0.6133 -0.1000
-35.06 0.9200 -0.1000
-35.01 0.9200 -0.1000
-34.98 0.6133 -0.1000
-34.93 0.9200 -0.1000
-34.89 0.9200 -0.1000
-34.84 0.9200 -0.1000
-34.78 1.2267 -0.1000
-34.73 0.9200 -0.1000
-34.66 1.5334 -0.1000
-34.60 1.2267 -0.1000
-34.52 1.5332 -0.1000
-34.44 1.5334 -0.1000
-34.35 1.8399 -0.1000
-34.24 2.1468 -0.1000
-34.12 2.4533 -0.1000
-34.00 2.4534 -0.1000
-33.86 2.7599 -0.1000
-33.72 2.7600 -0.1000
-33.57 3.0666 -0.1000
-33.41 3.0666 -0.1000
-33.28 2.7600 -0.1000
-33.12 3.0667 -0.1000
-32.99 2.7599 -0.1000
-32.85 2.7599 -0.1000
-32.72 2.4535 -0.1000
-32.62 2.1466 -0.1000
-32.53 1.8400 -0.1000
-32.43 1.8400 -0.1000
-32.36 1.5334 -0.1000
-32.28 1.5334 -0.1000
-32.20 1.5333 -0.1000
-32.13 1.5333 -0.1000
-32.05 1.5334 -0.1000
-31.97 1.5334 -0.1000
-31.88 1.8399 -0.1000
-31.80 1.5334 -0.1000
-31.71 1.8400 -0.1000
-31.62 1.8400 -0.1000
-31.53 1.8401 -0.1000
-31.42 2.1466 -0.1000
-31.31 2.1467 -0.1000
-31.21 2.1466 -0.1000
-31.10 2.1468 -0.1000
-30.99 2.1466 -0.1000
-30.87 2.4534 -0.1000
-30.76 2.1466 -0.1000
-30.64 2.4534 -0.1000
-30.53 2.1465 -0.1000
-30.41 2.4533 -0.1000
-30.30 2.1467 -0.1000
-30.19 2.1466 -0.1000
-30.09 2.1467 -0.1000
-29.98 2.1466 -0.1000
-29.87 2.1467 -0.1000
-29.77 2.1466 -0.1000
-29.66 2.1466 -0.1000
-29.55 2.1467 -0.1000
-29.44 2.1466 -0.1000
-29.34 2.1467 -0.1000
-29.21 2.4533 -0.1000
-29.08 2.7599 -0.1000
-28.95 2.4534 -0.1000
-28.80 3.0666 -0.1000
-28.66 2.7600 -0.1000
-28.51 3.0666 -0.1000
-28.34 3.3733 -0.1000
-28.16 3.6800 -0.1000
-27.99 3.3733 -0.1000
-27.82 3.3733 -0.1000
-27.65 3.3733 -0.1000
-27.50 3.0667 -0.1000
-27.34 3.0666 -0.1000
-27.20 2.7599 -0.1000
-27.08 2.4534 -0.1000
-26.97 2.1466 -0.1000
-26.87 2.1467 -0.1000
-26.79 1.5333 -0.1000
-26.71 1.5334 -0.1000
-26.65 1.2267 -0.1000
-26.58 1.5333 -0.1000
-26.53 0.9200 -0.1000
-26.47 1.2267 -0.1000
-26.42 0.9200 -0.1000
-26.36 1.2267 -0.1000
-26.32 0.9200 -0.1000
-26.25 1.2267 -0.1000
-26.21 0.9200 -0.1000
-26.15 1.2267 -0.1000
-26.10 0.9199 -0.1000
-26.04 1.2267 -0.1000
-25.99 0.9201 -0.1000
-25.93 1.2266 -0.1000
-25.89 0.9201 -0.1000
-25.82 1.2266 -0.1000
-25.78 0.9200 -0.1000
-25.73 0.9199 -0.1000
-25.69 0.9200 -0.1000
-25.64 0.9200 -0.1000
-25.59 0.9200 -0.1000
-25.56 0.6133 -0.1000
-25.52 0.9200 -0.1000
-25.49 0.6134 -0.1000
-25.46 0.6133 -0.1000
-25.43 0.6133 -0.1000
-25.40 0.6134 -0.1000
-25.36 0.6133 -0.1000
-25.33 0.6134 -0.1000
-25.30 0.6133 -0.1000
-25.27 0.6133 -0.1000
-25.24 0.6133 -0.1000
-25.23 0.3067 -0.1000
-25.20 0.6133 -0.1000
-25.17 0.6133 -0.1000
-25.15 0.3067 -0.1000
-25.12 0.6133 -0.1000
-25.09 0.6134 -0.1000
-25.07 0.3066 -0.1000
-25.03 0.9201 -0.1000
-25.00 0.6133 -0.1000
-24.97 0.6133 -0.1000
-24.94 0.6134 -0.1000
-24.90 0.6133 -0.1000
-24.86 0.9200 -0.1000
-24.81 0.9200 -0.1000
-24.78 0.6133 -0.1000
-24.72 1.2267 -0.1000
-24.67 0.9200 -0.1000
-24.61 1.2266 -0.1000
-24.57 0.9200 -0.1000
-24.51 1.2266 -0.1000
-24.44 1.2267 -0.1000
-24.38 1.2267 -0.1000
-24.31 1.5333 -0.1000
-24.25 1.2267 -0.1000
-24.18 1.2267 -0.1000
-24.12 1.2267 -0.1000
-24.08 0.9200 -0.1000
-24.02 1.2267 -0.1000
-23.97 0.9200 -0.1000
-23.92 0.9200 -0.1000
-23.89 0.6133 -0.1000
-23.85 0.9200 -0.1000
-23.82 0.6133 -0.1000
-23.77 0.9200 -0.1000
-23.75 0.3067 -0.1000
-23.72 0.6134 -0.1000
-23.69 0.6133 -0.1000
-23.66 0.6133 -0.1000
-23.63 0.6134 -0.1000
-23.60 0.6134 -0.1000
-23.57 0.6133 -0.1000
-23.54 0.6133 -0.1000
-23.51 0.6134 -0.1000
-23.48 0.6133 -0.1000
-23.46 0.3067 -0.1000
-23.42 0.9200 -0.1000
-23.39 0.6133 -0.1000
-23.36 0.6133 -0.1000
-23.33 0.6134 -0.1000
-23.29 0.6134 -0.1000
-23.25 0.9200 -0.1000
-23.22 0.6134 -0.1000
-23.19 0.6133 -0.1000
-23.16 0.6134 -0.1000
-23.13 0.6133 -0.1000
-23.08 0.9200 -0.1000
-23.05 0.6134 -0.1000
-23.02 0.6134 -0.1000
-22.97 0.9200 -0.1000
-22.94 0.6133 -0.1000
-22.91 0.6134 -0.1000
-22.87 0.9200 -0.1000
-22.83 0.6133 -0.1000
-22.79 0.9200 -0.1000
-22.74 0.9200 -0.1000
-22.71 0.6133 -0.1000
-22.67 0.9200 -0.1000
-22.62 0.9200 -0.1000
-22.56 1.2267 -0.1000
-22.51 0.9200 -0.1000
-22.45 1.2267 -0.1000
-22.39 1.2266 -0.1000
-22.31 1.5334 -0.1000
-22.25 1.2267 -0.1000
-22.18 1.5333 -0.1000
-22.11 1.2267 -0.1000
-22.02 1.8401 -0.1000
-21.99 0.6133 -0.1000
-21.90 1.8399 -0.1000
-21.84 1.2267 -0.1000
-21.76 1.5334 -0.1000
-21.70 1.2267 -0.1000
-21.64 1.2267 -0.1000
-21.56 1.5333 -0.1000
-21.50 1.2267 -0.1000
-21.45 0.9200 -0.1000
-21.38 1.5333 -0.1000
-21.33 0.9200 -0.1000
-21.27 1.2266 -0.1000
-21.21 1.2267 -0.1000
-21.13 1.5334 -0.1000
-21.06 1.5334 -0.1000
-20.96 1.8400 -0.1000
-20.86 2.1466 -0.1000
-20.75 2.1466 -0.1000
-20.63 2.4533 -0.1000
-20.50 2.4533 -0.1000
-20.35 3.0666 -0.1000
-20.20 3.0666 -0.1000
-20.01 3.6800 -0.1000
-19.81 3.9867 -0.1000
-19.60 4.2933 -0.1000
-19.38 4.2933 -0.1000
-19.19 3.9867 -0.1000
-18.97 4.2933 -0.1000
-18.77 3.9867 -0.1000
-18.59 3.6800 -0.1000
-18.42 3.3733 -0.1000
-18.27 3.0666 -0.1000
-18.10 3.3733 -0.1000
-17.93 3.3733 -0.1000
-17.74 3.6800 -0.1000
-17.53 4.2933 -0.1000
-17.25 5.5200 -0.1000
-16.96 5.8266 -0.1000
-16.64 6.4400 -0.1000
-16.33 6.1333 -0.1000
-16.04 5.8266 -0.1000
-15.77 5.5200 -0.1000
-15.55 4.2934 -0.1000
-15.38 3.3733 -0.1000
-15.23 3.0666 -0.1000
-15.08 3.0666 -0.1000
-14.91 3.3733 -0.1000
-14.72 3.6800 -0.1000
-14.52 3.9867 -0.1000
-14.28 4.9066 -0.1000
-14.00 5.5200 -0.1000
-13.71 5.8266 -0.1000
-13.40 6.1333 -0.1000
-13.13 5.5200 -0.1000
-12.87 5.2133 -0.1000
-12.65 4.2933 -0.1000
-12.44 4.2933 -0.1000
-12.27 3.3733 -0.1000
-12.09 3.6800 -0.1000
-11.95 2.7600 -0.1000
-11.78 3.3733 -0.1000
-11.63 3.0667 -0.1000
-11.47 3.0666 -0.1000
-11.32 3.0666 -0.1000
-11.18 2.7600 -0.1000
-11.06 2.4533 -0.1000
-10.94 2.4533 -0.1000
-10.81 2.4533 -0.1000
-10.72 1.8400 -0.1000
-10.63 1.8400 -0.1000
-10.55 1.5333 -0.1000
-10.48 1.5333 -0.1000
-10.40 1.5334 -0.1000
-10.35 0.9200 -0.1000
-10.29 1.2267 -0.1000
-10.23 1.2267 -0.1000
-10.18 0.9200 -0.1000
-10.12 1.2267 -0.1000
-10.06 1.2267 -0.1000
-10.00 1.2267 -0.1000
-9.94 1.2267 -0.1000
-9.88 1.2267 -0.1000
-9.82 1.2267 -0.1000
-9.76 1.2266 -0.1000
-9.68 1.5334 -0.1000
-9.62 1.2266 -0.1000
-9.57 0.9200 -0.1000
-9.51 1.2267 -0.1000
-9.45 1.2267 -0.1000
-9.40 0.9200 -0.1000
-9.34 1.2267 -0.1000
-9.30 0.9200 -0.1000
-9.25 0.9200 -0.1000
-9.20 0.9200 -0.1000
-9.16 0.9200 -0.1000
-9.11 0.9200 -0.1000
-9.07 0.9200 -0.1000
-9.03 0.6133 -0.1000
-8.99 0.9200 -0.1000
-8.96 0.6133 -0.1000
-8.91 0.9200 -0.1000
-8.88 0.6134 -0.1000
-8.85 0.6133 -0.1000
-8.82 0.6133 -0.1000
-8.77 0.9200 -0.1000
-8.74 0.6134 -0.1000
-8.70 0.9200 -0.1000
-8.67 0.6133 -0.1000
-8.64 0.6134 -0.1000
-8.59 0.9200 -0.1000
-8.56 0.6133 -0.1000
-8.51 0.9200 -0.1000
-8.47 0.9200 -0.1000
-8.44 0.6133 -0.1000
-8.38 1.2267 -0.1000
-8.34 0.6133 -0.1000
-8.30 0.9200 -0.1000
-8.25 0.9200 -0.1000
-8.22 0.6133 -0.1000
-8.18 0.9200 -0.1000
-8.15 0.6133 -0.1000
-8.11 0.6133 -0.1000
-8.08 0.6133 -0.1000
-8.05 0.6133 -0.1000
-8.02 0.6133 -0.1000
-7.99 0.6133 -0.1000
-7.96 0.6133 -0.1000
-7.93 0.6133 -0.1000
-7.90 0.6133 -0.1000
-7.92 -0.3067 0.1000
-7.88 0.6133 -0.1000
-7.87 0.3067 -0.1000
-7.82 0.9200 -0.1000
-7.76 1.2267 -0.1000
-7.73 0.6133 -0.1000
-7.69 0.9200 -0.1000
-7.65 0.6133 -0.1000
-7.62 0.6133 -0.1000
-7.59 0.6133 -0.1000
-7.58 0.3067 -0.1000
-7.56 0.3067 -0.1000
-7.55 0.3066 -0.1000
-7.52 0.6133 -0.1000
-7.50 0.3067 -0.1000
-7.49 0.3066 -0.1000
-7.46 0.6133 -0.1000
-7.42 0.6133 -0.1000
-7.41 0.3067 -0.1000
-7.38 0.6133 -0.1000
-7.35 0.6133 -0.1000
-7.32 0.6133 -0.1000
-7.29 0.6133 -0.1000
-7.26 0.6133 -0.1000
-7.23 0.6133 -0.1000
-7.21 0.3067 -0.1000
-7.18 0.6133 -0.1000
-7.15 0.6133 -0.1000
-7.12 0.6133 -0.1000
-7.09 0.6133 -0.1000
-7.07 0.3067 -0.1000
-7.04 0.6133 -0.1000
-7.03 0.3067 -0.1000
-7.00 0.6133 -0.1000
-6.96 0.6133 -0.1000
-6.95 0.3067 -0.1000
-6.92 0.6133 -0.1000
-6.89 0.6133 -0.1000
-6.87 0.3067 -0.1000
-6.84 0.6133 -0.1000
-6.81 0.6133 -0.1000
-6.80 0.3067 -0.1000
-6.77 0.6133 -0.1000
-6.73 0.6133 -0.1000
-6.70 0.6133 -0.1000
-6.67 0.6133 -0.1000
-6.66 0.3067 -0.1000
-6.63 0.6133 -0.1000
-6.60 0.6133 -0.1000
-6.57 0.6133 -0.1000
-6.54 0.6133 -0.1000
-6.49 0.9200 -0.1000
-6.46 0.6133 -0.1000
-6.41 0.9200 -0.1000
-6.37 0.9200 -0.1000
-6.32 0.9200 -0.1000
-6.27 0.9200 -0.1000
-6.23 0.9200 -0.1000
-6.18 0.9200 -0.1000
-6.12 1.2267 -0.1000
-6.06 1.2267 -0.1000
-6.00 1.2267 -0.1000
-5.94 1.2267 -0.1000
-5.86 1.5333 -0.1000
-5.80 1.2267 -0.1000
-5.71 1.8400 -0.1000
-5.63 1.5333 -0.1000
-5.55 1.5333 -0.1000
-5.46 1.8400 -0.1000
-5.39 1.5333 -0.1000
-5.31 1.5333 -0.1000
-5.23 1.5333 -0.1000
-5.16 1.5333 -0.1000
-5.08 1.5333 -0.1000
-5.00 1.5333 -0.1000
-4.93 1.5333 -0.1000
-4.85 1.5333 -0.1000
-4.79 1.2267 -0.1000
-4.71 1.5333 -0.1000
-4.65 1.2266 -0.1000
-4.57 1.5333 -0.1000
-4.50 1.5333 -0.1000
-4.43 1.2267 -0.1000
-4.34 1.8400 -0.1000
-4.28 1.2267 -0.1000
-4.20 1.5333 -0.1000
-4.13 1.5333 -0.1000
-4.07 1.2267 -0.1000
-3.99 1.5333 -0.1000
-3.91 1.5333 -0.1000
-3.84 1.5333 -0.1000
-3.78 1.2267 -0.1000
-3.70 1.5333 -0.1000
-3.62 1.5333 -0.1000
-3.55 1.5333 -0.1000
-3.47 1.5333 -0.1000
-3.39 1.5333 -0.1000
-3.32 1.5333 -0.1000
-3.24 1.5333 -0.1000
-3.16 1.5333 -0.1000
-3.10 1.2267 -0.1000
-3.01 1.8400 -0.1000
-2.93 1.5333 -0.1000
-2.87 1.2267 -0.1000
-2.79 1.5333 -0.1000
-2.72 1.5333 -0.1000
-2.66 1.2267 -0.1000
-2.59 1.2267 -0.1000
-2.52 1.5333 -0.1000
-2.46 1.2267 -0.1000
-2.40 1.2267 -0.1000
-2.32 1.5333 -0.1000
-2.26 1.2267 -0.1000
-2.18 1.5333 -0.1000
-2.12 1.2267 -0.1000
-2.04 1.5333 -0.1000
-1.97 1.5333 -0.1000
-1.89 1.5333 -0.1000
-1.80 1.8400 -0.1000
-1.72 1.5333 -0.1000
-1.63 1.8400 -0.1000
-1.55 1.5333 -0.1000
-1.48 1.5333 -0.1000
-1.38 1.8400 -0.1000
-1.31 1.5333 -0.1000
-1.21 1.8400 -0.1000
-1.12 1.8400 -0.1000
-1.03 1.8400 -0.1000
-0.94 1.8400 -0.1000
-0.85 1.8400 -0.1000
-0.75 1.8400 -0.1000
-0.66 1.8400 -0.1000
-0.56 2.1467 -0.1000
-0.46 1.8400 -0.1000
-0.37 1.8400 -0.1000
-0.26 2.1467 -0.1000
-0.17 1.8400 -0.1000
-0.08 1.8400 -0.1000
0.03 2.1467 -0.1000
0.12 1.8400 -0.1000
0.20 1.5333 -0.1000
0.29 1.8400 -0.1000
0.36 1.5333 -0.1000
0.44 1.5333 -0.1000
0.52 1.5333 -0.1000
0.59 1.5333 -0.1000
0.67 1.5333 -0.1000
0.73 1.2267 -0.1000
0.81 1.5333 -0.1000
0.87 1.2267 -0.1000
0.95 1.5333 -0.1000
1.01 1.2267 -0.1000
1.09 1.5333 -0.1000
1.15 1.2266 -0.1000
1.21 1.2267 -0.1000
1.27 1.2267 -0.1000
1.33 1.2267 -0.1000
1.41 1.5333 -0.1000
1.45 0.9200 -0.1000
1.51 1.2267 -0.1000
1.58 1.2267 -0.1000
1.64 1.2267 -0.1000
1.70 1.2267 -0.1000
1.74 0.9200 -0.1000
1.81 1.2267 -0.1000
1.87 1.2267 -0.1000
1.93 1.2267 -0.1000
1.97 0.9200 -0.1000
2.04 1.2267 -0.1000
2.08 0.9200 -0.1000
2.13 0.9200 -0.1000
2.19 1.2267 -0.1000
2.24 0.9200 -0.1000
2.28 0.9200 -0.1000
2.33 0.9200 -0.1000
2.37 0.9200 -0.1000
2.42 0.9200 -0.1000
2.47 0.9200 -0.1000
2.51 0.9200 -0.1000
2.56 0.9200 -0.1000
2.59 0.6133 -0.1000
2.63 0.9200 -0.1000
2.68 0.9200 -0.1000
2.71 0.6133 -0.1000
2.74 0.6133 -0.1000
2.79 0.9200 -0.1000
2.82 0.6133 -0.1000
2.85 0.6133 -0.1000
2.88 0.6133 -0.1000
2.89 0.3067 -0.1000
2.93 0.6133 -0.1000
2.96 0.6133 -0.1000
2.99 0.6133 -0.1000
3.00 0.3067 -0.1000
3.03 0.6133 -0.1000
3.05 0.3067 -0.1000
3.08 0.6133 -0.1000
3.11 0.6133 -0.1000
3.12 0.3067 -0.1000
3.16 0.6133 -0.1000
3.19 0.6133 -0.1000
3.22 0.6133 -0.1000
3.23 0.3067 -0.1000
3.26 0.6133 -0.1000
3.29 0.6133 -0.1000
3.32 0.6133 -0.1000
3.35 0.6133 -0.1000
3.39 0.6133 -0.1000
3.42 0.6133 -0.1000
3.46 0.9200 -0.1000
3.49 0.6133 -0.1000
3.54 0.9200 -0.1000
3.58 0.9200 -0.1000
3.63 0.9200 -0.1000
3.68 0.9200 -0.1000
3.72 0.9200 -0.1000
3.78 1.2267 -0.1000
3.83 0.9200 -0.1000
3.89 1.2267 -0.1000
3.94 0.9200 -0.1000
3.98 0.9200 -0.1000
4.03 0.9200 -0.1000
4.08 0.9200 -0.1000
4.12 0.9200 -0.1000
4.15 0.6133 -0.1000
4.18 0.6133 -0.1000
4.21 0.6133 -0.1000
4.23 0.3067 -0.1000
4.26 0.6133 -0.1000
4.29 0.6133 -0.1000
4.32 0.6133 -0.1000
4.34 0.3067 -0.1000
